"Assay"	"Sample Characteristic[organism]"	"Sample Characteristic Ontology Term[organism]"	"Sample Characteristic[individual]"	"Sample Characteristic Ontology Term[individual]"	"Sample Characteristic[organism part]"	"Sample Characteristic Ontology Term[organism part]"	"Sample Characteristic[sampling site]"	"Sample Characteristic Ontology Term[sampling site]"	"Sample Characteristic[disease]"	"Sample Characteristic Ontology Term[disease]"	"Sample Characteristic[histology]"	"Sample Characteristic Ontology Term[histology]"	"Factor Value[single cell identifier]"	"Factor Value Ontology Term[single cell identifier]"	"Factor Value[histology]"	"Factor Value Ontology Term[histology]"	"Factor Value[sampling site]"	"Factor Value Ontology Term[sampling site]"
"SRR2973325"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_45"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973326"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_49"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973327"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_53"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973328"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_54"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973329"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_56"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973330"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_58"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973331"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_59"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973332"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_60"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973333"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_61"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973334"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_63"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973335"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_64"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973336"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_66"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973337"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_69"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973338"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_71"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973339"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_77"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973340"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_78"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973341"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_82"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973342"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_85"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973343"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_86"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973344"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_88"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973345"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_89"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973346"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_90"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973347"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_91"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973348"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_92"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973349"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_93"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973350"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC04"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"BC04_96"		"HER2 positive breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_1000294"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973351"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_03"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973352"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_06"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973353"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_09"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973354"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_11"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973355"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_13"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973356"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_16"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973357"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_17"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973358"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_19"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973359"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_20"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973360"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_21"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973361"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_23"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973362"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_24"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973363"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_26"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973364"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_28"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973365"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_29"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973366"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_35"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973367"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_37"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973368"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_41"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973369"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_43"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973370"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_45"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973371"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_50"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973372"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_51"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973373"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_57"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
"SRR2973374"	"Homo sapiens"	"http://purl.obolibrary.org/obo/NCBITaxon_9606"	"BC03"		"breast"	"http://purl.obolibrary.org/obo/UBERON_0000310"	"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"	"breast carcinoma"	"http://www.ebi.ac.uk/efo/EFO_0000305"	"estrogen-receptor positive and HER2 positive breast cancer"		"BC03_58"		"estrogen-receptor positive and HER2 positive breast cancer"		"primary tumor"	"http://www.ebi.ac.uk/efo/EFO_0000616"
